date,headline,summary,sector,sentiment,emotion,price_change,trading_volume_crore
2024-11-19,"Vodafone Idea announces dividend declaration, impacting Telecom stocks.",Vodafone Idea in the Telecom sector has seen a fall of -0.36% due to currency depreciation. Market sentiment is Neutral with Confidence prevailing.,Telecom,Neutral,Confidence,-0.36,851.76
2024-12-08,Positive cues from Real Estate sector as DLF fall.,DLF in the Real Estate sector has seen a fall of -1.36% due to rising raw material costs. Market sentiment is Mixed with Optimism prevailing.,Real Estate,Mixed,Optimism,-1.36,839.66
2024-06-28,Shares of Canara Bank in Banking sector fall amid merger and acquisition rumors.,Canara Bank in the Banking sector has seen a fall of -1.47% due to merger and acquisition rumors. Market sentiment is Mixed with Confidence prevailing.,Banking,Mixed,Confidence,-1.47,412.43
2024-12-17,Shares of Vodafone Idea in Telecom sector fall amid government policy reforms.,Vodafone Idea in the Telecom sector has seen a fall of -1.45% due to government policy reforms. Market sentiment is Negative with Caution prevailing.,Telecom,Negative,Caution,-1.45,696.0
2024-09-25,"Maruti Suzuki reports negative outlook, boosting Automobile sector.",Maruti Suzuki in the Automobile sector has seen a rise of 0.98% due to monsoon impact on agriculture. Market sentiment is Neutral with Uncertainty prevailing.,Automobile,Neutral,Uncertainty,0.98,407.24
2024-12-24,"Emami announces expansion into new markets, impacting FMCG stocks.",Emami in the FMCG sector has seen a fall of -2.82% due to merger and acquisition rumors. Market sentiment is Negative with Uncertainty prevailing.,FMCG,Negative,Uncertainty,-2.82,840.6
2025-04-01,FMCG stocks face pressure due to geopolitical tensions.,Emami in the FMCG sector has seen a rise of 1.89% due to geopolitical tensions. Market sentiment is Mixed with Optimism prevailing.,FMCG,Mixed,Optimism,1.89,355.76
2024-09-27,Market reacts to merger and acquisition rumors in FMCG sector.,Nestle India in the FMCG sector has seen a rise of 1.67% due to interest rate hike. Market sentiment is Positive with Optimism prevailing.,FMCG,Positive,Optimism,1.67,435.14
2025-05-30,Shares of Bharti Airtel in Telecom sector rise amid government policy reforms.,Bharti Airtel in the Telecom sector has seen a rise of 5.97% due to government policy reforms. Market sentiment is Positive with Optimism prevailing.,Telecom,Positive,Optimism,5.97,409.81
2024-09-10,"Regulatory changes impact Metals sector, stocks rise.",Steel Authority in the Metals sector has seen a rise of 2.56% due to technology adoption. Market sentiment is Positive with Fear prevailing.,Metals,Positive,Fear,2.56,750.88
2025-06-30,"Regulatory changes impact Telecom sector, stocks rise.",Jio in the Telecom sector has seen a rise of 5.69% due to sector-specific regulations. Market sentiment is Positive with Caution prevailing.,Telecom,Positive,Caution,5.69,129.56
2024-04-22,"Prestige Estates eyes expansion, Real Estate stocks fall.",Prestige Estates in the Real Estate sector has seen a fall of -2.25% due to interest rate hike. Market sentiment is Negative with Confidence prevailing.,Real Estate,Negative,Confidence,-2.25,557.91
2024-06-18,"Kolte Patil reports losses, boosting Real Estate sector.",Kolte Patil in the Real Estate sector has seen a fall of -1.4% due to regulatory changes. Market sentiment is Negative with Fear prevailing.,Real Estate,Negative,Fear,-1.4,980.89
2024-03-28,Pharma sector performance mixed following merger and acquisition rumors.,Glenmark in the Pharma sector has seen a fall of -0.35% due to regulatory changes. Market sentiment is Neutral with Optimism prevailing.,Pharma,Neutral,Optimism,-0.35,265.75
2024-08-27,"Investors await tax reforms, Telecom stocks volatile.",Bharti Airtel in the Telecom sector has seen a rise of 2.62% due to new product launches. Market sentiment is Positive with Uncertainty prevailing.,Telecom,Positive,Uncertainty,2.62,803.87
2024-09-11,Positive cues from FMCG sector as Page Industries rise.,Page Industries in the FMCG sector has seen a rise of 5.94% due to sector-specific regulations. Market sentiment is Positive with Fear prevailing.,FMCG,Positive,Fear,5.94,290.12
2024-01-22,"Investors await regulatory changes, Telecom stocks volatile.",Bharti Airtel in the Telecom sector has seen a fall of -0.35% due to technology adoption. Market sentiment is Neutral with Fear prevailing.,Telecom,Neutral,Fear,-0.35,751.52
2024-03-27,"Global trends influence Real Estate sector, stocks rise.",Phoenix Mills in the Real Estate sector has seen a rise of 0.53% due to monsoon impact on agriculture. Market sentiment is Neutral with Confidence prevailing.,Real Estate,Neutral,Confidence,0.53,36.68
2024-04-14,Mixed results from Infrastructure sector after strong export data.,Simplex Infrastructures in the Infrastructure sector has seen a rise of 1.69% due to sector-specific regulations. Market sentiment is Positive with Optimism prevailing.,Infrastructure,Positive,Optimism,1.69,86.19
2025-04-12,Strong FMCG earnings drive market fall.,Britannia in the FMCG sector has seen a fall of -0.98% due to geopolitical tensions. Market sentiment is Neutral with Fear prevailing.,FMCG,Neutral,Fear,-0.98,168.59
2025-03-27,"Tech Mahindra faces challenges amid global market trends, shares fall.",Tech Mahindra in the Technology sector has seen a fall of -1.1% due to global market trends. Market sentiment is Negative with Fear prevailing.,Technology,Negative,Fear,-1.1,408.15
2024-11-23,"Investors await supply chain disruptions, FMCG stocks volatile.",Nestle India in the FMCG sector has seen a fall of -4.35% due to tax reforms. Market sentiment is Negative with Fear prevailing.,FMCG,Negative,Fear,-4.35,309.06
2024-10-22,"Britannia reports strong quarterly earnings, boosting FMCG sector.",Britannia in the FMCG sector has seen a fall of -2.16% due to better-than-expected quarterly results. Market sentiment is Negative with Uncertainty prevailing.,FMCG,Negative,Uncertainty,-2.16,815.32
2025-01-24,Federal Bank stock rise after expansion into new markets.,Federal Bank in the Banking sector has seen a rise of 5.34% due to tax reforms. Market sentiment is Positive with Optimism prevailing.,Banking,Positive,Optimism,5.34,19.08
2024-09-26,Strong FMCG earnings drive market rise.,ITC in the FMCG sector has seen a rise of 3.93% due to tax reforms. Market sentiment is Positive with Confidence prevailing.,FMCG,Positive,Confidence,3.93,73.16
2025-01-29,Weakness in Technology drags market down amid interest rate hike.,Mindtree in the Technology sector has seen a rise of 1.99% due to interest rate hike. Market sentiment is Positive with Caution prevailing.,Technology,Positive,Caution,1.99,594.49
2025-03-05,"Global trends influence Technology sector, stocks rise.",L&T Infotech in the Technology sector has seen a rise of 0.18% due to new product launches. Market sentiment is Neutral with Caution prevailing.,Technology,Neutral,Caution,0.18,735.8
2025-08-10,Market sentiment shifts on government policy reforms affecting Real Estate.,Brigade Enterprises in the Real Estate sector has seen a fall of -3.82% due to rising raw material costs. Market sentiment is Negative with Confidence prevailing.,Real Estate,Negative,Confidence,-3.82,202.55
2025-03-06,Positive cues from Technology sector as Mindtree rise.,Mindtree in the Technology sector has seen a rise of 7.0% due to infrastructure spending boost. Market sentiment is Positive with Optimism prevailing.,Technology,Positive,Optimism,7.0,725.46
2025-08-18,Market reacts to rising crude oil prices in Banking sector.,Axis Bank in the Banking sector has seen a fall of -3.78% due to rising raw material costs. Market sentiment is Negative with Confidence prevailing.,Banking,Negative,Confidence,-3.78,955.89
2024-08-27,Market sentiment shifts on merger and acquisition rumors affecting Automobile.,Mahindra in the Automobile sector has seen a fall of -5.19% due to rising crude oil prices. Market sentiment is Negative with Caution prevailing.,Automobile,Negative,Caution,-5.19,305.03
2025-08-04,"Tech Mahindra plans merger, causing Technology rally.",Tech Mahindra in the Technology sector has seen a fall of -2.85% due to sector-specific regulations. Market sentiment is Negative with Fear prevailing.,Technology,Negative,Fear,-2.85,296.58
2024-11-30,"Global trends influence Banking sector, stocks fall.",Axis Bank in the Banking sector has seen a fall of -0.5% due to infrastructure spending boost. Market sentiment is Neutral with Fear prevailing.,Banking,Neutral,Fear,-0.5,346.0
2025-03-06,Strong demand boosts Metals sector and Coal India shares.,Coal India in the Metals sector has seen a fall of -6.33% due to inflation concerns. Market sentiment is Negative with Optimism prevailing.,Metals,Negative,Optimism,-6.33,378.71
2024-11-16,"Global trends influence Telecom sector, stocks rise.",Jio in the Telecom sector has seen a rise of 4.84% due to strong export data. Market sentiment is Positive with Fear prevailing.,Telecom,Positive,Fear,4.84,258.8
2025-01-24,SBI leads Banking gains after global market trends.,SBI in the Banking sector has seen a fall of -4.29% due to tax reforms. Market sentiment is Negative with Caution prevailing.,Banking,Negative,Caution,-4.29,100.45
2024-05-23,Strong Telecom earnings drive market fall.,Vodafone Idea in the Telecom sector has seen a fall of -0.94% due to technology adoption. Market sentiment is Mixed with Uncertainty prevailing.,Telecom,Mixed,Uncertainty,-0.94,814.6
2024-02-06,Investors optimistic as Pharma sector fall on consumer demand recovery.,Cadila Healthcare in the Pharma sector has seen a fall of -2.14% due to consumer demand recovery. Market sentiment is Negative with Optimism prevailing.,Pharma,Negative,Optimism,-2.14,68.7
2024-12-31,Mixed results from Technology sector after consumer demand recovery.,Wipro in the Technology sector has seen a rise of 4.46% due to interest rate hike. Market sentiment is Positive with Uncertainty prevailing.,Technology,Positive,Uncertainty,4.46,699.07
2024-03-19,Weakness in Technology drags market down amid government policy reforms.,Persistent Systems in the Technology sector has seen a rise of 0.39% due to government policy reforms. Market sentiment is Neutral with Fear prevailing.,Technology,Neutral,Fear,0.39,502.13
2025-05-28,Surge in Energy stocks led by GAIL amid tax reforms.,GAIL in the Energy sector has seen a rise of 0.09% due to tax reforms. Market sentiment is Neutral with Caution prevailing.,Energy,Neutral,Caution,0.09,446.72
2024-02-06,"NCC faces challenges amid new product launches, shares fall.",NCC in the Infrastructure sector has seen a fall of -5.25% due to new product launches. Market sentiment is Negative with Optimism prevailing.,Infrastructure,Negative,Optimism,-5.25,67.44
2024-06-23,Weakness in Telecom drags market down amid supply chain disruptions.,Jio in the Telecom sector has seen a fall of -0.78% due to supply chain disruptions. Market sentiment is Negative with Optimism prevailing.,Telecom,Negative,Optimism,-0.78,391.28
2024-05-22,"Investors await sector-specific regulations, Pharma stocks volatile.",Alkem Labs in the Pharma sector has seen a rise of 4.67% due to currency fluctuations. Market sentiment is Positive with Optimism prevailing.,Pharma,Positive,Optimism,4.67,940.17
2024-11-12,Strong demand boosts Real Estate sector and DLF shares.,DLF in the Real Estate sector has seen a rise of 3.97% due to tax reforms. Market sentiment is Positive with Fear prevailing.,Real Estate,Positive,Fear,3.97,406.29
2024-10-24,Strong Banking earnings drive market fall.,Axis Bank in the Banking sector has seen a fall of -1.88% due to merger and acquisition rumors. Market sentiment is Mixed with Uncertainty prevailing.,Banking,Mixed,Uncertainty,-1.88,647.37
2024-03-11,Market reacts to better-than-expected quarterly results in Metals sector.,NMDC in the Metals sector has seen a fall of -0.45% due to consumer demand recovery. Market sentiment is Mixed with Uncertainty prevailing.,Metals,Mixed,Uncertainty,-0.45,962.74
2024-02-21,FMCG stocks face pressure due to monsoon impact on agriculture.,HUL in the FMCG sector has seen a fall of -6.49% due to monsoon impact on agriculture. Market sentiment is Negative with Optimism prevailing.,FMCG,Negative,Optimism,-6.49,923.86
